depth	Ca	NH4	CH2O	H2O2	density	accumulation
8.478	12.95	4.68	7.99	0		12.95
8.48	11.71	4.57	7.9	0		11.71
8.482	12.2	4.52	7.87	0		12.2
8.484	12.25	4.45	7.85	0		12.25
8.486	11.98	4.38	7.78	50.51		11.98
8.488	11.77	4.35	7.83	93.29		11.77
8.49	11.29	4.34	7.77	96.92		11.29
8.492	11.09	4.37	7.75	96.07		11.09
8.494	10.85	4.41	7.73	96.3		10.85
8.496	10.9	4.43	7.72	96.83		10.9
8.498	10.76	4.41	7.8	97.38		10.76
8.5	10.78	4.34	7.8	98.04		10.78
8.502	10.38	4.18	7.88	98.75		10.38
8.504	9.93	4.03	7.96	99.7		9.93
8.506	9.75	3.83	7.98	100.96		9.75
8.508	9.16	3.62	7.95	102.05		9.16
8.51	8.64	3.43	8.03	102.94		8.64
8.512	8.6	3.28	8.06	103.65		8.6
8.514	8.11	3.19	8.14	104.61		8.11
8.516	7.82	3.16	8.12	105.44		7.82
8.518	7.77	3.19	8.1	106.36		7.77
8.52	8.14	3.3	8.11	107.42		8.14
8.522	7.73	3.48	8.17	108.35		7.73
8.524	7.5	3.68	8.28	109.16		7.5
8.526	7.05	3.79	8.34	110.18		7.05
8.528	6.94	3.8	8.36	111.6		6.94
8.53	6.27	3.73	8.41	113.18		6.27
8.532	6.03	3.57	8.5	114.68		6.03
8.534	5.15	3.38	8.62	116.11		5.15
8.536	4.79	3.2	8.55	117.42		4.79
8.538	4.73	3.06	8.66	118.78		4.73
8.54	4.61	2.94	8.77	120.06		4.61
8.542	4.85	2.89	8.88	121.4		4.85
8.544	4.74	3.04	8.86	122.6		4.74
8.546	4.93	3.42	8.92	123.34		4.93
8.548	5.19	4.01	8.98	124.6		5.19
8.55	5.06	4.59	9.03	126.46		5.06
8.552		5.15	9.17	127.65		
8.554		5.6	9.24	129.5		
8.556			9.24	132.05		
8.558			9.41	134.46		
8.56			0.97	135.46		
8.562		0.03	0	0		
8.564		0.03	0	0		
8.566		0.03	0.05	0		
8.568		0.03	0.06	0.12		
8.57	4.17	1.11	0.06	0.12		4.17
8.572	4.3	5.85	0.06	0.12		4.3
8.574	3.78	5.87	0.06	0.12		3.78
8.576	3.91	5.93	9.33	21.61		3.91
8.578	4.07	6.36	9	136.18		4.07
8.58	3.76	7.27	8.75	139.83		3.76
8.582	4.17	8.8	8.58	142.87		4.17
8.584	4.22	10.75	8.37	145.19		4.22
8.586	4.03	12.83	8.39	149.21		4.03
8.588	3.96	14.77	8.39	0		3.96
8.59	3.95	16.27	8.51	0		3.95
8.592	4.19	17.27	8.52	0		4.19
8.594	3.98	17.67	8.47	0		3.98
8.596	4.27	17.26	8.41	0		4.27
8.598	4.02	16.16	8.43	0		4.02
