,secs0,lMean0,lStd0,secs1,lMean1,lStd1,secs2,lMean2,lStd2,secs3,lMean3,lStd3,secs4,lMean4,lStd4,secs5,lMean5,lStd5,secs6,lMean6,lStd6,secs7,lMean7,lStd7,secs8,lMean8,lStd8,secs9,lMean9,lStd9
94,97.65350000000001,0.30238556164225766,0.0005164027028910789,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,98.64699999999999,0.30809964387697936,0.009885490856452168,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,99.6565,0.3137586604148299,0.005439653007517607,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,100.664,0.31235862068246373,0.015698786449295808,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,101.6695,0.31294179234251374,0.015495742783727442,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,102.6545,0.30579134246565104,0.020388606259391664,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,103.656,0.2886644634756648,0.01707596784425781,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,104.6555,0.29210603842231797,0.02256229584425412,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,105.65350000000001,0.28751576699330944,0.026188407398777095,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,106.668,0.29249656548897757,0.03298120936096616,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,107.662,0.29281648753605904,0.03248776557853367,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,108.655,0.2982573189584749,0.030219009151164763,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,109.646,0.2900218765491492,0.01400052241850985,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,110.654,0.2961774981003917,0.013707921016352723,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,111.66,0.30364135451450763,0.014114225876998183,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,112.6645,0.30207317324384814,0.011476337632394761,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,113.6495,0.3000734413185696,0.00461160027608035,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,114.6515,0.2983107735876494,0.0030923425028078913,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,115.6515,0.2994061773711931,0.00043349306425136466,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,116.6505,0.3070115642443587,0.00044388833186141983,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,117.666,0.315515368109397,0.0010003938621227272,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,118.662,0.3092820182985401,0.002386420575740934,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,119.65700000000001,0.3107239382460168,0.001929705219884079,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,120.65100000000001,0.29930584096018603,0.0020835295032321007,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,121.6615,0.29472027201021495,0.0006393452867330423,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,122.67,0.29765071762378487,0.0020896848780483893,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,123.66050000000001,0.28850897388829405,0.001880750815511801,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,124.667,0.2797483379033974,0.0014713412074655418,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,125.65549999999999,0.2724080588900812,0.00043982709379137614,,,,,,,,,,,,,,,,,,,,,,,,,,,
