fDCT,fNDCT,fFFT,lDCT,lNDCT,lFFT,lMean,lStd,depth
2.617945643675192890e+00,2.616828206559935310e+00,2.592803308561865805e+00,3.819789010577598898e-01,3.821420135617512592e-01,3.856829388861987562e-01,3.832679511685699869e-01,1.708952053055323933e-03,7.824299999999999500e+01
2.622641193370289781e+00,2.634042094974609061e+00,2.638345631653944423e+00,3.812950099799680692e-01,3.796446540880507592e-01,3.790253968253253780e-01,3.799883536311147725e-01,9.579084854892895486e-04,7.973600000000000421e+01
2.618290883281047421e+00,2.684501338098927992e+00,2.677940195969704451e+00,3.819285345205321036e-01,3.725086614068018331e-01,3.734213338688437966e-01,3.759528432653926333e-01,4.241847650753595086e-03,8.125950000000000273e+01
2.605076623571100924e+00,2.646973774940492241e+00,2.633155293765280458e+00,3.838658682634740749e-01,3.777899159663875017e-01,3.797725118483422091e-01,3.804760986927346322e-01,2.529897878679352070e-03,8.273799999999999955e+01
2.607733783155655072e+00,2.635052017034477778e+00,2.642211032692568740e+00,3.834747267759388012e-01,3.794991497455952323e-01,3.784709047183642538e-01,3.804815937466327624e-01,2.157692588136435937e-03,8.424699999999999989e+01
2.595790305287537070e+00,2.606583612170206177e+00,2.618703964981122123e+00,3.852391304347788648e-01,3.836439373480958759e-01,3.818682880434745575e-01,3.835837852754497845e-01,1.376797809081215353e-03,8.574949999999999761e+01
2.675900637274155169e+00,2.658280157241809327e+00,2.656392248667053035e+00,3.737059538274427051e-01,3.761830735845331786e-01,3.764504283965549591e-01,3.754464852695102439e-01,1.235571911976306083e-03,8.724500000000000455e+01
2.701652146658422904e+00,2.669354733388915157e+00,2.672107955504199772e+00,3.701438770482959328e-01,3.746223712763858127e-01,3.742363769173802091e-01,3.730008750806872997e-01,2.026339265623638801e-03,8.875350000000000250e+01
2.711198220524144720e+00,2.691931320354125745e+00,2.698084807123786177e+00,3.688406079754191214e-01,3.714805026557844170e-01,3.706332719266969833e-01,3.703181275193001554e-01,1.100529563131725976e-03,9.023700000000000898e+01
2.710509289213494544e+00,2.691390294458329446e+00,2.703962165326505573e+00,3.689343563512261226e-01,3.715551780278900651e-01,3.698276598775002699e-01,3.701057314188722080e-01,1.087863165969139801e-03,9.175200000000000955e+01
2.947096032202407567e+00,2.967169013739858752e+00,2.973234356213072083e+00,3.393170731707325638e-01,3.370215836608467797e-01,3.363340659340667838e-01,3.375575742552154312e-01,1.275420840726386494e-03,9.324299999999999500e+01
2.909404028806775067e+00,2.955654075057052577e+00,2.951805657029295649e+00,3.437130044843331733e-01,3.383345867295708964e-01,3.387756906077625807e-01,3.402744272738889020e-01,2.438100774780657502e-03,9.474699999999999989e+01
2.838874347254099373e+00,2.856317454964908187e+00,2.851896706645173030e+00,3.522522935779985320e-01,3.501011409854951628e-01,3.506438356164551795e-01,3.509990900599829211e-01,9.134252966328319486e-04,9.624549999999999272e+01
